,z,VIA,Po,Pi,Vr,Cr,Pr,sol
0,0.01,8,-1.44,0.52,,-8.94,,R
1,0.02,234,-1.13,0.52,,-6.73,,R
2,0.03,170,-1.13,0.29,,-8.56,,R
3,0.04,170,-1.21,0.52,,-1.45,,R
4,0.05,170,-1.21,0.22,,-1.91,,R
5,0.06,187,-1.51,0.29,,-0.15,,R
6,0.07,178,-1.21,0.22,,-2.91,,R
7,0.08,187,-1.51,0.44,,-2.68,,R
8,0.09,187,-2.12,0.52,,-0.38,,R
9,0.1,197,-2.12,0.22,,18.61,,R
10,0.11,197,-2.12,0.52,,19.07,,R
11,0.12,144,-2.05,0.22,,20.37,,R
12,0.13,178,-2.12,0.52,,19.61,,R
13,0.14,134,-1.82,0.22,,24.13,,R
14,0.15,134,-1.82,0.22,,24.13,,R
15,0.16,129,-1.82,0.52,,24.82,,R
16,0.17,79,-1.51,0.52,,12.1,,R
17,0.18,139,-1.21,0.52,,30.95,,R
18,0.19,139,-1.21,0.22,,32.72,,R
19,0.2,139,11.24,0.22,,36.71,,R
20,0.21,170,15.27,0.22,,38.4,,R
21,0.22,234,24.86,0.52,,71.09,,R
22,0.23,234,27.98,0.52,,84.73,,R
23,0.24,178,30.72,0.22,,50.31,,R
24,0.25,129,32.09,0.22,,47.62,,R
25,0.26,101,33.61,0.52,,46.47,,R
26,0.27,89,33.76,0.52,,40.86,,R
27,0.28,70,34.75,0.44,,44.32,,R
28,0.29,59,34.45,0.37,,46.78,,R
29,0.3,62,34.37,0.22,,49.62,,R
30,0.31,63,34.67,0.52,,54.77,,R
31,0.32,63,34.67,0.52,,54.77,,R
32,0.33,61,32.31,0.52,,52.23,,R
33,0.34,48,28.51,0.52,,35.48,,R
34,0.35,52,28.51,0.22,,35.79,,R
35,0.36,65,28.59,0.22,,37.25,,R
36,0.37,64,28.28,0.52,,34.95,,R
37,0.38,60,28.36,0.44,,35.79,,R
38,0.39,60,29.88,0.22,,45.55,,R
39,0.4,58,30.11,0.52,,43.55,,R
40,0.41,60,29.8,0.52,,43.24,,R
41,0.42,59,29.88,0.22,,44.32,,R
42,0.43,56,29.8,0.52,,47.7,,R
43,0.44,61,30.26,0.52,,46.24,,R
44,0.45,53,30.18,0.22,,46.08,,R
45,0.46,46,30.03,0.22,,44.39,,R
46,0.47,50,29.5,0.52,,45.47,,R
47,0.48,40,31.02,0.52,,31.26,,R
48,0.49,40,31.02,0.52,,31.26,,R
49,0.5,25,31.25,0.52,,23.44,,R
50,0.51,28,30.79,0.52,,20.75,,R
51,0.52,24,31.17,0.52,,41.4,,R
52,0.53,27,30.64,0.29,,28.73,,R
53,0.54,39,31.1,0.44,,25.74,,R
54,0.55,24,31.02,0.22,,20.44,,R
55,0.56,25,30.72,0.22,,23.21,,R
56,0.57,29,31.02,0.52,,23.44,,R
57,0.58,14,32.01,0.37,,9.41,,R
58,0.59,30,-0.46,0.22,,-9.33,,R
59,0.6,341,-0.38,0.22,,-6.34,,R
60,0.61,341,-0.38,0.22,,-6.34,,R
61,0.62,76,26.84,0.22,,48.85,,R
62,0.63,50,30.87,0.22,,29.65,,R
63,0.64,44,31.1,0.22,,30.49,,R
64,0.65,31,30.41,0.22,,26.12,,R
65,0.66,33,31.1,0.22,,28.11,,R
66,0.67,28,31.4,0.22,,27.65,,R
67,0.68,28,30.87,0.22,,27.12,,R
68,0.69,27,30.87,0.22,,26.81,,R
69,0.7,11,31.71,0.22,,5.12,,R
70,0.71,10,32.01,0.22,,5.2,,R
71,0.72,87,-0.38,0.37,,15.16,,R
72,0.73,91,26.61,0.37,,38.32,,R
73,0.74,48,30.79,0.37,,36.48,,R
74,0.75,28,29.96,0.52,,30.57,,R
