,z,VIA,Po,Pi,Vr,Cr,Pr,sol
0,0.01,5,39.04,0.45,,21.3,,R
1,0.02,5,39.04,0.45,,21.3,,R
2,0.03,75,38.73,0.0,,21.46,,R
3,0.04,106,38.73,0.6,,21.15,,R
4,0.05,95,38.88,0.0,,21.76,,R
5,0.06,123,37.5,0.68,,21.23,,R
6,0.07,247,37.5,0.0,,21.76,,R
7,0.08,232,37.5,0.45,,21.3,,R
8,0.09,218,37.73,0.45,,21.23,,R
9,0.1,195,37.5,0.6,,21.84,,R
10,0.11,176,37.81,0.0,,21.91,,R
11,0.12,168,37.5,0.0,,22.75,,R
12,0.13,168,38.73,0.15,,23.51,,R
13,0.14,161,38.04,0.15,,24.12,,R
14,0.15,185,38.27,0.6,,22.83,,R
15,0.16,206,37.81,0.0,,24.28,,R
16,0.17,112,38.27,0.0,,34.03,,R
17,0.18,132,38.73,0.3,,23.74,,R
18,0.19,109,38.65,0.0,,25.8,,R
19,0.2,106,38.81,0.07,,34.34,,R
20,0.21,116,38.27,0.3,,25.34,,R
21,0.22,116,38.27,0.3,,25.34,,R
22,0.23,92,38.65,0.91,,27.93,,R
23,0.24,106,38.73,1.21,,27.86,,R
24,0.25,109,38.35,0.68,,26.64,,R
25,0.26,92,38.12,1.36,,28.92,,R
26,0.27,90,38.73,1.36,,29.15,,R
27,0.28,90,38.42,2.42,,29.08,,R
28,0.29,84,38.27,3.85,,32.43,,R
29,0.3,84,38.12,8.85,,36.93,,R
30,0.31,75,38.42,2.42,,27.93,,R
31,0.32,84,38.27,2.27,,27.7,,R
32,0.33,95,38.73,3.25,,29.46,,R
33,0.34,80,38.12,3.18,,26.79,,R
34,0.35,71,39.04,2.72,,30.52,,R
35,0.36,80,39.04,1.81,,30.83,,R
36,0.37,72,37.89,1.44,,24.58,,R
37,0.38,70,38.12,1.59,,25.04,,R
38,0.39,70,38.35,2.12,,26.03,,R
39,0.4,70,38.73,1.21,,24.28,,R
