,z,VIA,Po,Pi,Vr,Cr,Pr,sol
0,0.01,3000,48.67,2.81,,5.18,,R
1,0.02,3000,48.67,2.81,,5.18,,R
2,0.03,929,48.9,2.81,,5.18,,R
3,0.04,619,49.06,2.73,,5.1,,R
4,0.05,1114,48.98,2.81,,5.1,,R
5,0.06,1114,48.98,2.81,,5.1,,R
6,0.07,929,49.52,2.81,,5.1,,R
7,0.08,929,49.52,2.81,,5.1,,R
8,0.09,743,49.98,2.81,,5.03,,R
9,0.1,929,49.21,2.81,,5.1,,R
10,0.11,743,49.29,2.81,,5.1,,R
11,0.12,1231,49.29,2.81,,5.1,,R
12,0.13,774,48.98,2.81,,5.03,,R
13,0.14,774,48.98,2.81,,5.03,,R
14,0.15,1231,49.75,2.81,,5.03,,R
15,0.16,774,48.9,2.89,,5.1,,R
16,0.17,619,47.98,2.89,,5.03,,R
17,0.18,1392,48.83,2.89,,5.03,,R
18,0.19,1392,48.83,2.89,,5.03,,R
19,0.2,929,48.37,2.81,,5.03,,R
20,0.21,928,48.98,2.73,,5.03,,R
21,0.22,797,47.91,2.73,,5.94,,R
22,0.23,797,47.91,2.73,,5.94,,R
23,0.24,743,47.83,2.81,,10.67,,R
24,0.25,1235,47.37,2.81,,10.67,,R
25,0.26,774,47.6,2.89,,10.37,,R
26,0.27,928,47.6,2.89,,8.69,,R
27,0.28,929,47.6,2.89,,9.83,,R
28,0.29,929,47.6,2.89,,9.83,,R
29,0.3,925,47.6,2.89,,19.68,,R
30,0.31,1392,47.37,2.81,,19.68,,R
31,0.32,929,45.91,2.96,,39.84,,R
32,0.33,929,45.91,2.96,,39.84,,R
33,0.34,531,45.91,2.89,,56.9,,R
34,0.35,1392,45.45,2.89,,68.77,,R
35,0.36,1392,45.45,2.89,,68.77,,R
36,0.37,929,44.84,2.73,,83.8,,R
37,0.38,531,45.15,2.73,,87.48,,R
38,0.39,1388,45.15,2.73,,84.26,,R
39,0.4,1388,45.15,2.73,,84.26,,R
40,0.41,774,45.07,2.81,,82.04,,R
41,0.42,925,45.07,2.89,,82.65,,R
42,0.43,743,44.53,2.81,,82.11,,R
43,0.44,928,44.69,2.81,,82.11,,R
44,0.45,929,44.23,2.81,,82.88,,R
45,0.46,929,44.23,2.81,,82.88,,R
46,0.47,743,43.92,2.89,,82.88,,R
47,0.48,929,44.46,2.89,,81.19,,R
48,0.49,929,44.92,2.89,,81.19,,R
49,0.5,929,44.92,2.89,,81.19,,R
50,0.51,532,44.07,2.81,,81.42,,R
51,0.52,1392,44.07,2.81,,81.42,,R
52,0.53,929,44.0,2.89,,81.65,,R
53,0.54,929,44.0,2.89,,81.65,,R
54,0.55,743,44.69,2.81,,81.96,,R
55,0.56,929,43.92,2.89,,81.88,,R
56,0.57,929,43.92,2.89,,81.88,,R
57,0.58,774,43.92,2.81,,81.12,,R
58,0.59,928,43.77,2.81,,81.12,,R
59,0.6,741,43.77,2.96,,81.12,,R
60,0.61,1227,43.77,2.96,,81.88,,R
61,0.62,927,44.38,3.04,,81.88,,R
62,0.63,927,44.38,3.04,,81.88,,R
63,0.64,619,43.92,2.96,,81.88,,R
64,0.65,1157,43.92,2.89,,81.88,,R
65,0.66,929,43.84,2.81,,80.73,,R
66,0.67,925,43.69,2.81,,80.73,,R
67,0.68,925,43.69,2.81,,80.73,,R
68,0.69,615,44.84,2.96,,79.89,,R
69,0.7,1838,44.84,2.89,,79.58,,R
70,0.71,774,43.92,2.89,,79.58,,R
71,0.72,619,43.61,2.81,,79.05,,R
72,0.73,1160,43.61,2.81,,79.66,,R
73,0.74,923,43.61,2.89,,79.66,,R
74,0.75,923,43.61,2.89,,79.66,,R
75,0.76,928,43.61,2.89,,79.66,,R
76,0.77,618,44.53,2.81,,78.51,,R
77,0.78,1235,44.53,2.81,,78.51,,R
78,0.79,927,43.54,2.89,,78.51,,R
79,0.8,619,43.92,2.73,,77.97,,R
80,0.81,1114,44.23,2.73,,77.74,,R
81,0.82,1114,44.23,2.73,,77.74,,R
82,0.83,619,44.76,2.96,,76.82,,R
83,0.84,1847,44.76,3.04,,76.82,,R
84,0.85,665,44.3,3.04,,76.29,,R
85,0.86,665,44.3,3.04,,76.29,,R
86,0.87,1235,44.3,2.89,,76.9,,R
87,0.88,741,44.3,2.89,,76.9,,R
88,0.89,928,44.3,2.89,,76.9,,R
89,0.9,23,45.45,2.35,,4.88,,R
90,0.91,921,44.76,2.35,,4.88,,R
91,0.92,512,45.76,2.35,,5.03,,R
92,0.93,1392,45.76,2.35,,4.95,,R
93,0.94,1392,45.76,2.35,,4.95,,R
94,0.95,619,45.22,2.43,,5.03,,R
95,0.96,1231,45.22,2.43,,5.03,,R
96,0.97,619,45.53,2.43,,5.1,,R
97,0.98,1539,45.68,2.43,,5.1,,R
98,0.99,743,45.68,2.43,,5.03,,R
99,1.0,925,44.99,2.28,,5.03,,R
100,1.01,743,44.99,2.28,,5.03,,R
101,1.02,1231,44.84,2.28,,5.03,,R
102,1.03,1231,44.84,2.28,,5.03,,R
103,1.04,743,45.53,2.43,,5.03,,R
104,1.05,1157,45.53,2.43,,4.95,,R
105,1.06,1114,44.76,2.43,,4.88,,R
106,1.07,1114,44.76,2.43,,4.88,,R
107,1.08,929,44.46,2.43,,5.03,,R
108,1.09,619,44.76,2.43,,5.03,,R
109,1.1,925,44.76,2.43,,5.03,,R
110,1.11,1235,44.76,2.43,,5.03,,R
111,1.12,928,44.76,2.43,,5.03,,R
112,1.13,619,44.53,2.43,,5.1,,R
113,1.14,1388,44.53,2.43,,5.1,,R
114,1.15,1388,44.53,2.43,,5.1,,R
115,1.16,774,44.23,2.43,,5.03,,R
116,1.17,1157,44.23,2.43,,5.03,,R
117,1.18,1157,44.23,2.43,,5.03,,R
118,1.19,768,44.69,2.43,,4.88,,R
119,1.2,743,44.15,2.43,,4.95,,R
120,1.21,1231,44.15,2.43,,4.95,,R
121,1.22,774,44.3,2.43,,5.03,,R
122,1.23,774,44.3,2.43,,5.03,,R
123,1.24,1235,44.23,2.43,,5.03,,R
124,1.25,743,44.69,2.43,,4.95,,R
125,1.26,928,44.69,2.43,,4.95,,R
126,1.27,743,43.92,2.43,,5.03,,R
127,1.28,1235,44.99,2.43,,5.03,,R
128,1.29,743,45.53,2.43,,4.95,,R
129,1.3,1235,45.53,2.43,,4.95,,R
130,1.31,619,46.37,2.43,,4.88,,R
131,1.32,1235,47.75,2.43,,4.88,,R
132,1.33,741,49.9,2.43,,4.95,,R
133,1.34,928,49.9,2.43,,4.95,,R
134,1.35,338,55.89,2.43,,5.03,,R
135,1.36,1235,55.89,2.43,,4.95,,R
136,1.37,925,46.83,2.43,,4.95,,R
137,1.38,1,0.6,2.43,,2.44,,R
138,1.39,25,1.14,2.12,,74.68,,R
139,1.4,559,34.26,2.43,,77.44,,R
140,1.41,372,37.63,2.43,,84.95,,R
141,1.42,372,37.63,2.43,,84.95,,R
142,1.43,310,37.56,2.35,,84.57,,R
143,1.44,465,37.33,2.43,,87.1,,R
144,1.45,925,36.79,2.43,,87.1,,R
145,1.46,256,36.79,2.43,,85.49,,R
146,1.47,219,40.85,2.43,,94.31,,R
147,1.48,621,40.7,2.43,,96.62,,R
148,1.49,621,40.7,2.43,,96.62,,R
149,1.5,620,36.33,2.43,,96.46,,R
150,1.51,743,33.8,2.43,,87.79,,R
151,1.52,413,34.88,2.43,,82.57,,R
152,1.53,413,34.88,2.43,,82.57,,R
153,1.54,1235,34.88,2.43,,81.42,,R
154,1.55,465,34.88,2.43,,84.11,,R
155,1.56,372,37.02,2.43,,85.11,,R
156,1.57,559,41.31,2.43,,89.94,,R
157,1.58,291,41.7,2.43,,102.53,,R
158,1.59,291,41.7,2.43,,102.53,,R
159,1.6,372,43.69,2.43,,99.15,,R
160,1.61,338,37.63,2.43,,96.08,,R
161,1.62,619,39.32,2.43,,96.16,,R
162,1.63,774,34.72,2.43,,91.86,,R
163,1.64,531,33.57,2.43,,91.86,,R
164,1.65,696,33.96,2.43,,88.63,,R
165,1.66,696,33.96,2.43,,88.63,,R
166,1.67,414,34.65,2.43,,84.87,,R
167,1.68,925,33.73,2.43,,84.87,,R
168,1.69,465,34.42,2.43,,82.11,,R
169,1.7,925,34.42,2.43,,82.27,,R
170,1.71,581,33.73,2.5,,81.04,,R
171,1.72,581,33.73,2.5,,81.04,,R
172,1.73,465,34.03,2.5,,83.42,,R
173,1.74,616,34.42,2.58,,82.04,,R
174,1.75,531,34.65,2.58,,78.97,,R
175,1.76,1227,34.65,2.73,,82.96,,R
176,1.77,414,33.96,2.73,,83.34,,R
177,1.78,619,33.96,2.73,,82.65,,R
178,1.79,928,33.96,2.73,,82.65,,R
179,1.8,512,34.34,2.73,,82.27,,R
180,1.81,414,34.42,2.73,,84.57,,R
181,1.82,774,33.57,2.89,,81.65,,R
182,1.83,581,33.65,2.89,,81.58,,R
183,1.84,581,33.65,2.89,,81.58,,R
184,1.85,925,33.65,2.89,,82.57,,R
185,1.86,414,33.65,3.04,,82.19,,R
186,1.87,1231,33.65,3.04,,82.5,,R
187,1.88,620,33.88,3.04,,83.11,,R
188,1.89,414,33.65,3.04,,87.56,,R
189,1.9,929,33.73,3.04,,85.18,,R
190,1.91,929,33.73,3.04,,85.18,,R
191,1.92,621,33.57,3.04,,84.03,,R
192,1.93,621,33.57,3.04,,84.03,,R
193,1.94,338,34.26,3.04,,87.87,,R
194,1.95,1112,34.26,3.04,,85.87,,R
195,1.96,621,33.88,3.04,,83.49,,R
196,1.97,621,33.88,3.04,,83.49,,R
197,1.98,929,30.74,2.73,,74.6,,R
198,1.99,929,30.74,2.73,,74.6,,R
199,2.0,697,30.43,2.73,,76.67,,R
200,2.01,619,30.36,2.73,,76.75,,R
201,2.02,697,30.82,2.73,,77.74,,R
202,2.03,697,30.82,2.73,,77.74,,R
203,2.04,621,31.43,2.73,,80.04,,R
204,2.05,621,31.43,2.73,,80.04,,R
205,2.06,256,31.5,2.73,,81.5,,R
206,2.07,696,31.2,2.73,,80.43,,R
207,2.08,512,31.5,2.73,,78.82,,R
208,2.09,512,31.5,2.73,,78.82,,R
209,2.1,664,31.58,2.73,,81.58,,R
210,2.11,531,31.5,2.73,,81.88,,R
211,2.12,619,31.89,2.73,,80.2,,R
212,2.13,1231,31.89,2.73,,80.12,,R
213,2.14,286,31.89,2.89,,83.03,,R
214,2.15,741,31.58,2.89,,81.42,,R
215,2.16,1235,31.58,2.89,,81.42,,R
216,2.17,532,32.04,2.96,,82.04,,R
217,2.18,372,32.27,3.04,,83.95,,R
218,2.19,925,31.96,3.04,,83.11,,R
219,2.2,925,31.96,3.04,,83.11,,R
220,2.21,558,32.81,3.04,,79.35,,R
221,2.22,558,32.81,3.04,,79.35,,R
222,2.23,465,33.34,3.04,,85.11,,R
223,2.24,466,33.96,3.04,,89.33,,R
224,2.25,430,36.33,3.04,,95.31,,R
225,2.26,430,36.33,3.04,,95.31,,R
226,2.27,372,33.34,3.04,,94.08,,R
227,2.28,1114,32.58,3.04,,81.73,,R
228,2.29,508,33.34,3.04,,87.64,,R
229,2.3,508,33.34,3.04,,87.64,,R
230,2.31,338,33.65,3.04,,87.02,,R
231,2.32,664,33.65,3.04,,84.57,,R
