,z,VIA,Po,Pi,Vr,Cr,Pr,sol
0,0.01,46,32.9,0.98,,8.37,,R
1,0.02,92,34.36,0.53,,32.99,,R
2,0.03,67,35.89,-0.6,,17.51,,R
3,0.04,3000,34.51,-0.07,,23.38,,R
4,0.05,72,34.44,-0.07,,14.01,,R
5,0.06,51,34.97,-0.6,,18.2,,R
6,0.07,47,35.59,0.83,,13.63,,R
7,0.08,1,35.74,0.0,,16.75,,R
8,0.09,49,33.82,-0.6,,22.31,,R
9,0.1,23,35.13,-0.45,,29.56,,R
10,0.11,18,34.74,0.76,,22.16,,R
11,0.12,53,35.59,0.76,,26.2,,R
12,0.13,84,31.98,0.83,,26.05,,R
13,0.14,40,31.59,-0.07,,26.81,,R
14,0.15,33,35.13,-0.45,,31.92,,R
15,0.16,33,35.13,-0.45,,31.92,,R
16,0.17,71,32.9,-0.53,,30.63,,R
17,0.18,44,44.04,-0.15,,30.4,,R
18,0.19,100,45.57,-0.22,,94.61,,R
19,0.2,119,43.11,0.45,,24.98,,R
20,0.21,176,48.11,0.45,,24.3,,R
21,0.22,185,47.26,0.45,,18.05,,R
22,0.23,103,45.42,0.38,,28.8,,R
23,0.24,58,34.59,0.68,,25.21,,R
24,0.25,119,29.45,-0.53,,25.06,,R
25,0.26,92,30.83,0.07,,30.09,,R
26,0.27,26,31.13,1.66,,32.53,,R
27,0.28,20,31.06,0.6,,38.1,,R
28,0.29,12,29.6,5.15,,15.76,,R
29,0.3,25,30.9,-0.15,,13.85,,R
30,0.31,24,17.47,0.53,,25.29,,R
31,0.32,25,19.62,0.07,,14.62,,R
32,0.33,31,31.13,0.76,,15.76,,R
33,0.34,38,29.37,-0.3,,17.59,,R
34,0.35,38,30.44,0.23,,16.45,,R
35,0.36,38,30.44,0.23,,16.45,,R
36,0.37,30,31.59,0.6,,14.69,,R
37,0.38,35,30.83,0.3,,14.46,,R
38,0.39,46,30.98,0.3,,19.19,,R
39,0.4,44,30.52,0.6,,16.45,,R
40,0.41,36,29.91,0.91,,20.79,,R
41,0.42,26,30.44,1.14,,23.91,,R
42,0.43,34,30.37,1.51,,19.95,,R
43,0.44,15,30.06,3.03,,27.96,,R
44,0.45,10,32.75,0.76,,19.72,,R
45,0.46,43,30.06,0.6,,11.34,,R
46,0.47,39,29.45,0.3,,16.75,,R
47,0.48,53,30.21,0.0,,20.87,,R
48,0.49,58,30.83,0.07,,22.39,,R
