,z,VIA,Po,Pi,Vr,Cr,Pr,sol
0,0.01,7,26.61,-0.68,,32.53,,R
1,0.02,54,28.22,-0.6,,27.42,,R
2,0.03,80,28.22,1.05,,28.11,,R
3,0.04,51,27.84,-0.45,,29.18,,R
4,0.05,59,26.99,-0.68,,31.77,,R
5,0.06,80,26.92,2.27,,20.79,,R
6,0.07,80,26.92,2.27,,20.79,,R
7,0.08,53,27.61,2.42,,35.97,,R
8,0.09,67,26.68,-0.68,,40.62,,R
9,0.1,21,23.08,0.67,,33.75,,R
10,0.11,109,23.62,-0.68,,34.9,,R
11,0.12,247,23.69,-0.45,,34.97,,R
12,0.13,218,24.15,-0.68,,26.89,,R
13,0.14,247,26.07,0.75,,19.19,,R
14,0.15,411,26.07,-0.6,,22.24,,R
15,0.16,463,26.07,-0.6,,26.05,,R
16,0.17,617,26.07,-0.6,,28.8,,R
17,0.18,309,24.23,3.18,,31.54,,R
18,0.19,247,23.08,-0.68,,32.61,,R
19,0.2,370,23.15,-0.07,,27.96,,R
20,0.21,285,23.62,-0.68,,31.31,,R
21,0.22,285,24.54,-0.38,,26.58,,R
22,0.23,309,24.61,-0.3,,26.51,,R
23,0.24,337,24.54,1.66,,25.67,,R
24,0.25,529,24.54,4.38,,24.68,,R
25,0.26,285,24.69,-0.53,,26.43,,R
26,0.27,285,24.69,-0.53,,26.43,,R
27,0.28,337,24.69,-0.68,,23.69,,R
28,0.29,529,24.69,-0.68,,29.02,,R
29,0.3,412,24.77,-0.23,,27.65,,R
30,0.31,371,24.38,0.07,,27.88,,R
31,0.32,371,24.54,-0.3,,30.02,,R
32,0.33,411,24.23,0.07,,26.74,,R
33,0.34,529,24.46,0.52,,26.81,,R
34,0.35,463,24.54,-0.15,,23.3,,R
35,0.36,369,24.54,0.98,,25.52,,R
36,0.37,738,24.54,-0.3,,25.97,,R
37,0.38,529,24.54,-0.6,,27.88,,R
38,0.39,739,22.62,1.59,,21.63,,R
39,0.4,529,21.77,-0.68,,25.29,,R
40,0.41,463,21.16,0.07,,29.18,,R
41,0.42,617,21.16,-0.68,,25.13,,R
42,0.43,309,21.16,-0.23,,25.21,,R
43,0.44,412,21.16,-0.15,,28.64,,R
44,0.45,617,21.16,-0.07,,25.44,,R
45,0.46,371,21.16,0.07,,26.66,,R
46,0.47,371,21.16,0.07,,26.66,,R
47,0.48,337,22.0,-0.3,,25.67,,R
48,0.49,370,22.31,5.07,,26.28,,R
49,0.5,529,21.39,-0.68,,23.91,,R
50,0.51,739,21.7,-0.68,,25.97,,R
51,0.52,617,21.77,-0.23,,25.36,,R
52,0.53,411,21.24,-0.15,,25.52,,R
53,0.54,739,21.01,0.75,,25.13,,R
54,0.55,529,21.16,0.75,,25.06,,R
55,0.56,411,21.47,1.2,,26.2,,R
56,0.57,529,21.16,3.78,,26.05,,R
57,0.58,463,21.39,3.78,,26.89,,R
58,0.59,617,22.23,-0.68,,30.86,,R
59,0.6,337,22.08,-0.68,,27.88,,R
60,0.61,411,22.23,1.13,,27.04,,R
61,0.62,463,22.23,-0.3,,27.35,,R
62,0.63,371,23.31,-0.68,,27.58,,R
63,0.64,371,22.69,0.45,,23.84,,R
64,0.65,265,26.99,0.75,,42.38,,R
65,0.66,371,26.53,-0.23,,35.51,,R
66,0.67,371,26.53,-0.23,,35.51,,R
67,0.68,617,27.53,1.05,,29.94,,R
68,0.69,265,26.99,-0.53,,33.14,,R
69,0.7,218,31.21,-0.45,,27.88,,R
70,0.71,309,28.68,4.84,,25.44,,R
71,0.72,195,29.99,1.2,,29.33,,R
72,0.73,132,32.52,1.51,,32.99,,R
73,0.74,123,33.44,0.52,,32.3,,R
74,0.75,82,33.29,1.51,,21.48,,R
75,0.76,47,32.37,0.37,,29.33,,R
76,0.77,12,33.67,1.89,,35.36,,R
77,0.78,16,32.98,-0.68,,29.48,,R
78,0.79,27,33.67,-0.68,,32.91,,R
79,0.8,26,30.98,0.75,,34.52,,R
80,0.81,59,33.44,-0.6,,36.81,,R
81,0.82,38,32.75,1.44,,41.77,,R
82,0.83,100,30.6,0.22,,36.42,,R
83,0.84,142,32.14,-0.45,,33.6,,R
84,0.85,103,32.14,-0.38,,37.49,,R
85,0.86,116,31.14,0.6,,44.59,,R
86,0.87,116,31.14,0.6,,44.59,,R
87,0.88,232,31.6,0.37,,33.68,,R
88,0.89,195,29.99,-0.6,,38.71,,R
89,0.9,161,30.06,-0.3,,38.1,,R
90,0.91,185,29.91,-0.68,,36.73,,R
91,0.92,168,30.68,0.82,,34.52,,R
92,0.93,231,30.6,3.03,,36.96,,R
93,0.94,112,30.68,0.22,,37.42,,R
94,0.95,90,31.6,-0.68,,30.63,,R
95,0.96,77,32.67,0.75,,35.66,,R
96,0.97,61,33.44,2.65,,33.98,,R
97,0.98,3000,31.29,0.67,,33.83,,R
98,0.99,84,32.44,-0.38,,30.78,,R
99,1.0,97,32.67,1.89,,34.36,,R
100,1.01,142,32.21,1.66,,39.32,,R
101,1.02,75,31.91,0.07,,30.7,,R
102,1.03,75,30.98,2.87,,33.75,,R
103,1.04,1,31.91,1.89,,35.13,,R
104,1.05,148,30.75,0.07,,36.58,,R
105,1.06,176,29.06,0.22,,37.34,,R
106,1.07,176,29.06,0.22,,37.34,,R
107,1.08,137,33.13,0.14,,45.51,,R
108,1.09,132,35.28,0.22,,57.65,,R
109,1.1,371,25.38,3.03,,52.92,,R
110,1.11,100,27.38,-0.3,,58.57,,R
111,1.12,95,32.6,0.14,,50.4,,R
112,1.13,195,30.98,1.97,,43.52,,R
113,1.14,154,31.52,0.45,,33.14,,R
114,1.15,137,32.14,1.2,,48.72,,R
115,1.16,128,30.75,-0.07,,54.06,,R
116,1.17,137,31.98,-0.45,,43.07,,R
117,1.18,247,31.06,0.07,,40.7,,R
118,1.19,142,30.98,0.14,,35.51,,R
119,1.2,148,28.53,1.81,,34.97,,R
120,1.21,285,28.22,1.44,,31.16,,R
